name,length,count,frequency,rank,rank_bin,wordCount
HttpURLConnection,17,56,0.0035655163631733095,1074.0,"(1000.0, 10000.0]",3
subscriber,10,56,0.0035655163631733095,1075.0,"(1000.0, 10000.0]",1
directory,9,56,0.0035655163631733095,1076.0,"(1000.0, 10000.0]",1
select,6,56,0.0035655163631733095,1077.0,"(1000.0, 10000.0]",1
getItem,7,56,0.0035655163631733095,1078.0,"(1000.0, 10000.0]",2
RangeSet,8,56,0.0035655163631733095,1079.0,"(1000.0, 10000.0]",2
doFilter,8,56,0.0035655163631733095,1080.0,"(1000.0, 10000.0]",2
BufferedReader,14,56,0.0035655163631733095,1081.0,"(1000.0, 10000.0]",2
features,8,56,0.0035655163631733095,1082.0,"(1000.0, 10000.0]",1
SelectionAdapter,16,56,0.0035655163631733095,1083.0,"(1000.0, 10000.0]",2
dst,3,55,0.003501846428116643,1084.0,"(1000.0, 10000.0]",1
UsernameNotFoundException,25,55,0.003501846428116643,1085.0,"(1000.0, 10000.0]",4
TreeMap,7,55,0.003501846428116643,1086.0,"(1000.0, 10000.0]",2
getShortName,12,55,0.003501846428116643,1087.0,"(1000.0, 10000.0]",3
fixEmptyAndTrim,15,55,0.003501846428116643,1088.0,"(1000.0, 10000.0]",4
JSONArray,9,55,0.003501846428116643,1089.0,"(1000.0, 10000.0]",2
mockSettings,12,55,0.003501846428116643,1090.0,"(1000.0, 10000.0]",2
st,2,55,0.003501846428116643,1091.0,"(1000.0, 10000.0]",1
isOverridden,12,55,0.003501846428116643,1092.0,"(1000.0, 10000.0]",2
Strictness,10,55,0.003501846428116643,1093.0,"(1000.0, 10000.0]",1
getACL,6,55,0.003501846428116643,1094.0,"(1000.0, 10000.0]",2
sendError,9,55,0.003501846428116643,1095.0,"(1000.0, 10000.0]",2
StackTraceElement,17,55,0.003501846428116643,1096.0,"(1000.0, 10000.0]",3
wantedCount,11,55,0.003501846428116643,1097.0,"(1000.0, 10000.0]",2
waitables,9,55,0.003501846428116643,1098.0,"(1000.0, 10000.0]",1
stubbing,8,54,0.003438176493059977,1099.0,"(1000.0, 10000.0]",1
numBuckets,10,54,0.003438176493059977,1100.0,"(1000.0, 10000.0]",2
setName,7,54,0.003438176493059977,1101.0,"(1000.0, 10000.0]",2
getTimestamp,12,54,0.003438176493059977,1102.0,"(1000.0, 10000.0]",2
LIBC,4,54,0.003438176493059977,1103.0,"(1000.0, 10000.0]",1
getAuthentication2,18,54,0.003438176493059977,1104.0,"(1000.0, 10000.0]",2
thread,6,54,0.003438176493059977,1105.0,"(1000.0, 10000.0]",1
report,6,54,0.003438176493059977,1106.0,"(1000.0, 10000.0]",1
interceptors,12,54,0.003438176493059977,1107.0,"(1000.0, 10000.0]",1
LaunchPersistentContextOptions,30,54,0.003438176493059977,1108.0,"(1000.0, 10000.0]",4
Character,9,54,0.003438176493059977,1109.0,"(1000.0, 10000.0]",1
validate,8,54,0.003438176493059977,1110.0,"(1000.0, 10000.0]",1
rootDir,7,54,0.003438176493059977,1111.0,"(1000.0, 10000.0]",2
AtomicBoolean,13,54,0.003438176493059977,1112.0,"(1000.0, 10000.0]",2
addSelectionListener,20,54,0.003438176493059977,1113.0,"(1000.0, 10000.0]",3
MessageDigest,13,54,0.003438176493059977,1114.0,"(1000.0, 10000.0]",2
HystrixCommandCompletion,24,54,0.003438176493059977,1115.0,"(1000.0, 10000.0]",3
mainFrame,9,54,0.003438176493059977,1116.0,"(1000.0, 10000.0]",2
client,6,54,0.003438176493059977,1117.0,"(1000.0, 10000.0]",1
READ,4,54,0.003438176493059977,1118.0,"(1000.0, 10000.0]",1
Action0,7,54,0.003438176493059977,1119.0,"(1000.0, 10000.0]",1
Histogram,9,54,0.003438176493059977,1120.0,"(1000.0, 10000.0]",1
getInputStream,14,54,0.003438176493059977,1121.0,"(1000.0, 10000.0]",3
fallbackMethod,14,53,0.003374506558003311,1122.0,"(1000.0, 10000.0]",2
getInteger,10,53,0.003374506558003311,1123.0,"(1000.0, 10000.0]",2
cookie,6,53,0.003374506558003311,1124.0,"(1000.0, 10000.0]",1
pb,2,53,0.003374506558003311,1125.0,"(1000.0, 10000.0]",1
PropertyTokenizer,17,53,0.003374506558003311,1126.0,"(1000.0, 10000.0]",2
ds,2,53,0.003374506558003311,1127.0,"(1000.0, 10000.0]",1
getOwner,8,53,0.003374506558003311,1128.0,"(1000.0, 10000.0]",2
Scope,5,53,0.003374506558003311,1129.0,"(1000.0, 10000.0]",1
Jedis,5,53,0.003374506558003311,1130.0,"(1000.0, 10000.0]",1
caseSensitive,13,53,0.003374506558003311,1131.0,"(1000.0, 10000.0]",2
waitUntil,9,53,0.003374506558003311,1132.0,"(1000.0, 10000.0]",2
fromString,10,53,0.003374506558003311,1133.0,"(1000.0, 10000.0]",2
pluginManager,13,53,0.003374506558003311,1134.0,"(1000.0, 10000.0]",2
observe,7,53,0.003374506558003311,1135.0,"(1000.0, 10000.0]",1
ExecutionException,18,53,0.003374506558003311,1136.0,"(1000.0, 10000.0]",2
Cipher,6,53,0.003374506558003311,1137.0,"(1000.0, 10000.0]",1
ObjectFactory,13,53,0.003374506558003311,1138.0,"(1000.0, 10000.0]",2
Api,3,53,0.003374506558003311,1139.0,"(1000.0, 10000.0]",1
readResolve,11,53,0.003374506558003311,1140.0,"(1000.0, 10000.0]",2
ApiTokenProperty,16,53,0.003374506558003311,1141.0,"(1000.0, 10000.0]",3
APPLICATION_JSON,16,53,0.003374506558003311,1142.0,"(1000.0, 10000.0]",1
resultMappings,14,53,0.003374506558003311,1143.0,"(1000.0, 10000.0]",2
icon,4,53,0.003374506558003311,1144.0,"(1000.0, 10000.0]",1
getProperties,13,52,0.0033108366229466445,1145.0,"(1000.0, 10000.0]",2
test,4,52,0.0033108366229466445,1146.0,"(1000.0, 10000.0]",1
self,4,52,0.0033108366229466445,1147.0,"(1000.0, 10000.0]",1
fp,2,52,0.0033108366229466445,1148.0,"(1000.0, 10000.0]",1
StreamTaskListener,18,52,0.0033108366229466445,1149.0,"(1000.0, 10000.0]",3
ResultHandler,13,52,0.0033108366229466445,1150.0,"(1000.0, 10000.0]",2
LogRecord,9,52,0.0033108366229466445,1151.0,"(1000.0, 10000.0]",2
PrintStream,11,52,0.0033108366229466445,1152.0,"(1000.0, 10000.0]",2
SCM,3,52,0.0033108366229466445,1153.0,"(1000.0, 10000.0]",1
lastModified,12,52,0.0033108366229466445,1154.0,"(1000.0, 10000.0]",2
clone,5,52,0.0033108366229466445,1155.0,"(1000.0, 10000.0]",1
joinPoint,9,52,0.0033108366229466445,1156.0,"(1000.0, 10000.0]",2
second,6,52,0.0033108366229466445,1157.0,"(1000.0, 10000.0]",1
groupKey,8,52,0.0033108366229466445,1158.0,"(1000.0, 10000.0]",2
prev,4,52,0.0033108366229466445,1159.0,"(1000.0, 10000.0]",1
getFullDisplayName,18,52,0.0033108366229466445,1160.0,"(1000.0, 10000.0]",4
URI,3,51,0.003247166687889978,1161.0,"(1000.0, 10000.0]",1
Color,5,51,0.003247166687889978,1162.0,"(1000.0, 10000.0]",1
HystrixCollapserMetrics,23,51,0.003247166687889978,1163.0,"(1000.0, 10000.0]",3
ConverterImpl,13,51,0.003247166687889978,1164.0,"(1000.0, 10000.0]",2
ViewGroup,9,51,0.003247166687889978,1165.0,"(1000.0, 10000.0]",2
SlaveComputer,13,51,0.003247166687889978,1166.0,"(1000.0, 10000.0]",2
PubSubProtos,12,51,0.003247166687889978,1167.0,"(1000.0, 10000.0]",3
BuildStatusIcon,15,51,0.003247166687889978,1168.0,"(1000.0, 10000.0]",3
JsonPrimitive,13,51,0.003247166687889978,1169.0,"(1000.0, 10000.0]",2
ExecutionResult,15,51,0.003247166687889978,1170.0,"(1000.0, 10000.0]",2
failure,7,51,0.003247166687889978,1171.0,"(1000.0, 10000.0]",1
shell,5,51,0.003247166687889978,1172.0,"(1000.0, 10000.0]",1
numExecutors,12,51,0.003247166687889978,1173.0,"(1000.0, 10000.0]",2
encodeTo,8,51,0.003247166687889978,1174.0,"(1000.0, 10000.0]",2
getQueue,8,51,0.003247166687889978,1175.0,"(1000.0, 10000.0]",2
jsonString,10,51,0.003247166687889978,1176.0,"(1000.0, 10000.0]",2
ACLContext,10,51,0.003247166687889978,1177.0,"(1000.0, 10000.0]",2
METHOD,6,51,0.003247166687889978,1178.0,"(1000.0, 10000.0]",1
getLocation,11,51,0.003247166687889978,1179.0,"(1000.0, 10000.0]",2
Element,7,51,0.003247166687889978,1180.0,"(1000.0, 10000.0]",1
initialStream,13,51,0.003247166687889978,1181.0,"(1000.0, 10000.0]",2
existingStream,14,51,0.003247166687889978,1182.0,"(1000.0, 10000.0]",2
discriminator,13,51,0.003247166687889978,1183.0,"(1000.0, 10000.0]",1
mockedType,10,51,0.003247166687889978,1184.0,"(1000.0, 10000.0]",2
newStream,9,51,0.003247166687889978,1185.0,"(1000.0, 10000.0]",2
proc,4,51,0.003247166687889978,1186.0,"(1000.0, 10000.0]",1
Pointer,7,50,0.0031834967528333123,1187.0,"(1000.0, 10000.0]",1
CodedInputStream,16,50,0.0031834967528333123,1188.0,"(1000.0, 10000.0]",3
JsonGenerator,13,50,0.0031834967528333123,1189.0,"(1000.0, 10000.0]",2
FILL_HORIZONTAL,15,50,0.0031834967528333123,1190.0,"(1000.0, 10000.0]",1
getUnknownFields,16,50,0.0031834967528333123,1191.0,"(1000.0, 10000.0]",3
ToolInstallation,16,50,0.0031834967528333123,1192.0,"(1000.0, 10000.0]",2
readLock,8,50,0.0031834967528333123,1193.0,"(1000.0, 10000.0]",2
IntByReference,14,50,0.0031834967528333123,1194.0,"(1000.0, 10000.0]",3
getWorkspace,12,50,0.0031834967528333123,1195.0,"(1000.0, 10000.0]",2
defaultInstance,15,50,0.0031834967528333123,1196.0,"(1000.0, 10000.0]",2
parsedMessage,13,50,0.0031834967528333123,1197.0,"(1000.0, 10000.0]",2
requests,8,50,0.0031834967528333123,1198.0,"(1000.0, 10000.0]",1
PEEKED_NONE,11,50,0.0031834967528333123,1199.0,"(1000.0, 10000.0]",1
IResource,9,50,0.0031834967528333123,1200.0,"(1000.0, 10000.0]",2
DBCExecutionContext,19,50,0.0031834967528333123,1201.0,"(1000.0, 10000.0]",3
fromJson,8,50,0.0031834967528333123,1202.0,"(1000.0, 10000.0]",2
UnknownFieldSet,15,50,0.0031834967528333123,1203.0,"(1000.0, 10000.0]",3
TapOptions,10,49,0.003119826817776646,1204.0,"(1000.0, 10000.0]",2
route,5,49,0.003119826817776646,1205.0,"(1000.0, 10000.0]",1
cur,3,49,0.003119826817776646,1206.0,"(1000.0, 10000.0]",1
XxlJobAdminConfig,17,49,0.003119826817776646,1207.0,"(1000.0, 10000.0]",4
Writer,6,49,0.003119826817776646,1208.0,"(1000.0, 10000.0]",1
wrapper,7,49,0.003119826817776646,1209.0,"(1000.0, 10000.0]",1
zip,3,49,0.003119826817776646,1210.0,"(1000.0, 10000.0]",1
lazyLoader,10,49,0.003119826817776646,1211.0,"(1000.0, 10000.0]",2
U,1,49,0.003119826817776646,1212.0,"(1000.0, 10000.0]",1
SecureFileCallable,18,49,0.003119826817776646,1213.0,"(1000.0, 10000.0]",3
addressList,11,49,0.003119826817776646,1214.0,"(1000.0, 10000.0]",2
xml,3,49,0.003119826817776646,1215.0,"(1000.0, 10000.0]",1
readLine,8,49,0.003119826817776646,1216.0,"(1000.0, 10000.0]",2
typeHandlerRegistry,19,49,0.003119826817776646,1217.0,"(1000.0, 10000.0]",3
oldName,7,49,0.003119826817776646,1218.0,"(1000.0, 10000.0]",2
forward,7,49,0.003119826817776646,1219.0,"(1000.0, 10000.0]",1
Items,5,49,0.003119826817776646,1220.0,"(1000.0, 10000.0]",1
origin,6,49,0.003119826817776646,1221.0,"(1000.0, 10000.0]",1
verificationRoot,16,49,0.003119826817776646,1222.0,"(1000.0, 10000.0]",2
getPluginManager,16,49,0.003119826817776646,1223.0,"(1000.0, 10000.0]",3
propName,8,49,0.003119826817776646,1224.0,"(1000.0, 10000.0]",2
Float,5,49,0.003119826817776646,1225.0,"(1000.0, 10000.0]",1
TypeAdapters,12,49,0.003119826817776646,1226.0,"(1000.0, 10000.0]",2
cancel,6,49,0.003119826817776646,1227.0,"(1000.0, 10000.0]",1
button,6,48,0.0030561568827199796,1228.0,"(1000.0, 10000.0]",1
setStatus,9,48,0.0030561568827199796,1229.0,"(1000.0, 10000.0]",2
to,2,48,0.0030561568827199796,1230.0,"(1000.0, 10000.0]",1
toUpperCase,11,48,0.0030561568827199796,1231.0,"(1000.0, 10000.0]",3
previous,8,48,0.0030561568827199796,1232.0,"(1000.0, 10000.0]",1
JsonSyntaxException,19,48,0.0030561568827199796,1233.0,"(1000.0, 10000.0]",3
contents,8,48,0.0030561568827199796,1234.0,"(1000.0, 10000.0]",1
Location,8,48,0.0030561568827199796,1235.0,"(1000.0, 10000.0]",1
MockedConstruction,18,48,0.0030561568827199796,1236.0,"(1000.0, 10000.0]",2
views,5,48,0.0030561568827199796,1237.0,"(1000.0, 10000.0]",1
stdin,5,48,0.0030561568827199796,1238.0,"(1000.0, 10000.0]",1
getLong,7,48,0.0030561568827199796,1239.0,"(1000.0, 10000.0]",2
downstream,10,48,0.0030561568827199796,1240.0,"(1000.0, 10000.0]",1
lr,2,48,0.0030561568827199796,1241.0,"(1000.0, 10000.0]",1
Tag,3,48,0.0030561568827199796,1242.0,"(1000.0, 10000.0]",1
accessor,8,48,0.0030561568827199796,1243.0,"(1000.0, 10000.0]",1
setAccessible,13,48,0.0030561568827199796,1244.0,"(1000.0, 10000.0]",2
Supplier,8,48,0.0030561568827199796,1245.0,"(1000.0, 10000.0]",1
getData,7,48,0.0030561568827199796,1246.0,"(1000.0, 10000.0]",2
filters,7,48,0.0030561568827199796,1247.0,"(1000.0, 10000.0]",1
Matcher,7,48,0.0030561568827199796,1248.0,"(1000.0, 10000.0]",1
getNodes,8,48,0.0030561568827199796,1249.0,"(1000.0, 10000.0]",2
CodedOutputStream,17,48,0.0030561568827199796,1250.0,"(1000.0, 10000.0]",3
MockSettings,12,48,0.0030561568827199796,1251.0,"(1000.0, 10000.0]",2
uc,2,48,0.0030561568827199796,1252.0,"(1000.0, 10000.0]",1
PropSetter,10,47,0.002992486947663313,1253.0,"(1000.0, 10000.0]",2
getIconFileName,15,47,0.002992486947663313,1254.0,"(1000.0, 10000.0]",4
window,6,47,0.002992486947663313,1255.0,"(1000.0, 10000.0]",1
getInt,6,47,0.002992486947663313,1256.0,"(1000.0, 10000.0]",2
kill,4,47,0.002992486947663313,1257.0,"(1000.0, 10000.0]",1
skip,4,47,0.002992486947663313,1258.0,"(1000.0, 10000.0]",1
escape,6,47,0.002992486947663313,1259.0,"(1000.0, 10000.0]",1
getOrCreate,11,47,0.002992486947663313,1260.0,"(1000.0, 10000.0]",3
writeTo,7,47,0.002992486947663313,1261.0,"(1000.0, 10000.0]",2
comparator,10,47,0.002992486947663313,1262.0,"(1000.0, 10000.0]",1
as,2,47,0.002992486947663313,1263.0,"(1000.0, 10000.0]",1
fixNull,7,47,0.002992486947663313,1264.0,"(1000.0, 10000.0]",2
SqlNode,7,47,0.002992486947663313,1265.0,"(1000.0, 10000.0]",2
rowValue,8,47,0.002992486947663313,1266.0,"(1000.0, 10000.0]",2
Stubbing,8,47,0.002992486947663313,1267.0,"(1000.0, 10000.0]",1
Category,8,47,0.002992486947663313,1268.0,"(1000.0, 10000.0]",1
getAdminConfig,14,47,0.002992486947663313,1269.0,"(1000.0, 10000.0]",3
initialize,10,47,0.002992486947663313,1270.0,"(1000.0, 10000.0]",1
getUsername,11,47,0.002992486947663313,1271.0,"(1000.0, 10000.0]",2
SubTask,7,47,0.002992486947663313,1272.0,"(1000.0, 10000.0]",2
BuildReference,14,47,0.002992486947663313,1273.0,"(1000.0, 10000.0]",2
getSuperclass,13,47,0.002992486947663313,1274.0,"(1000.0, 10000.0]",2
ioe,3,46,0.0029288170126066473,1275.0,"(1000.0, 10000.0]",1
intValue,8,46,0.0029288170126066473,1276.0,"(1000.0, 10000.0]",2
accept,6,46,0.0029288170126066473,1277.0,"(1000.0, 10000.0]",1
publicKey,9,46,0.0029288170126066473,1278.0,"(1000.0, 10000.0]",2
destOffset,10,46,0.0029288170126066473,1279.0,"(1000.0, 10000.0]",2
Enumeration,11,46,0.0029288170126066473,1280.0,"(1000.0, 10000.0]",1
projectName,11,46,0.0029288170126066473,1281.0,"(1000.0, 10000.0]",2
StringTokenizer,15,46,0.0029288170126066473,1282.0,"(1000.0, 10000.0]",2
FINEST,6,46,0.0029288170126066473,1283.0,"(1000.0, 10000.0]",1
closed,6,46,0.0029288170126066473,1284.0,"(1000.0, 10000.0]",1
UserProperty,12,46,0.0029288170126066473,1285.0,"(1000.0, 10000.0]",2
from_bitField0_,15,46,0.0029288170126066473,1286.0,"(1000.0, 10000.0]",4
setDescription,14,46,0.0029288170126066473,1287.0,"(1000.0, 10000.0]",2
klass,5,46,0.0029288170126066473,1288.0,"(1000.0, 10000.0]",1
packageName,11,46,0.0029288170126066473,1289.0,"(1000.0, 10000.0]",2
Proxy,5,46,0.0029288170126066473,1290.0,"(1000.0, 10000.0]",1
RetentionStrategy,17,46,0.0029288170126066473,1291.0,"(1000.0, 10000.0]",2
HystrixCollapser,16,46,0.0029288170126066473,1292.0,"(1000.0, 10000.0]",2
LinkageError,12,46,0.0029288170126066473,1293.0,"(1000.0, 10000.0]",2
StringBuffer,12,46,0.0029288170126066473,1294.0,"(1000.0, 10000.0]",2
servletContext,14,46,0.0029288170126066473,1295.0,"(1000.0, 10000.0]",2
as2,3,46,0.0029288170126066473,1296.0,"(1000.0, 10000.0]",1
fields,6,46,0.0029288170126066473,1297.0,"(1000.0, 10000.0]",1
def,3,46,0.0029288170126066473,1298.0,"(1000.0, 10000.0]",1
AbstractItem,12,46,0.0029288170126066473,1299.0,"(1000.0, 10000.0]",2
getVersion,10,46,0.0029288170126066473,1300.0,"(1000.0, 10000.0]",2
rsmd,4,46,0.0029288170126066473,1301.0,"(1000.0, 10000.0]",1
threshold,9,46,0.0029288170126066473,1302.0,"(1000.0, 10000.0]",1
RunList,7,46,0.0029288170126066473,1303.0,"(1000.0, 10000.0]",2
getPassword,11,45,0.002865147077549981,1304.0,"(1000.0, 10000.0]",2
getMock,7,45,0.002865147077549981,1305.0,"(1000.0, 10000.0]",2
setContentType,14,45,0.002865147077549981,1306.0,"(1000.0, 10000.0]",3
accessToken,11,45,0.002865147077549981,1307.0,"(1000.0, 10000.0]",2
dependencies,12,45,0.002865147077549981,1308.0,"(1000.0, 10000.0]",1
delta,5,45,0.002865147077549981,1309.0,"(1000.0, 10000.0]",1
pluginName,10,45,0.002865147077549981,1310.0,"(1000.0, 10000.0]",2
setNonNullParameter,19,45,0.002865147077549981,1311.0,"(1000.0, 10000.0]",4
pubSubManager,13,45,0.002865147077549981,1312.0,"(1000.0, 10000.0]",3
getExecutionTimePercentile,26,45,0.002865147077549981,1313.0,"(1000.0, 10000.0]",4
ArgumentListBuilder,19,45,0.002865147077549981,1314.0,"(1000.0, 10000.0]",3
executors,9,45,0.002865147077549981,1315.0,"(1000.0, 10000.0]",1
onLoad,6,45,0.002865147077549981,1316.0,"(1000.0, 10000.0]",2
fileToPath,10,45,0.002865147077549981,1317.0,"(1000.0, 10000.0]",3
IDialogConstants,16,45,0.002865147077549981,1318.0,"(1000.0, 10000.0]",3
WebApplicationException,23,45,0.002865147077549981,1319.0,"(1000.0, 10000.0]",3
metaVar,7,45,0.002865147077549981,1320.0,"(1000.0, 10000.0]",2
impl,4,45,0.002865147077549981,1321.0,"(1000.0, 10000.0]",1
singletonList,13,45,0.002865147077549981,1322.0,"(1000.0, 10000.0]",2
underlying,10,45,0.002865147077549981,1323.0,"(1000.0, 10000.0]",1
scope,5,45,0.002865147077549981,1324.0,"(1000.0, 10000.0]",1
DBPConnectionType,17,45,0.002865147077549981,1325.0,"(1000.0, 10000.0]",3
XxlJobContext,13,45,0.002865147077549981,1326.0,"(1000.0, 10000.0]",3
requestCacheEnabled,19,45,0.002865147077549981,1327.0,"(1000.0, 10000.0]",3
CheckOptions,12,45,0.002865147077549981,1328.0,"(1000.0, 10000.0]",2
DAY_OF_MONTH,12,45,0.002865147077549981,1329.0,"(1000.0, 10000.0]",1
HoverOptions,12,45,0.002865147077549981,1330.0,"(1000.0, 10000.0]",2
Gson,4,45,0.002865147077549981,1331.0,"(1000.0, 10000.0]",1
idOrFullName,12,45,0.002865147077549981,1332.0,"(1000.0, 10000.0]",4
convert,7,45,0.002865147077549981,1333.0,"(1000.0, 10000.0]",1
UncheckOptions,14,45,0.002865147077549981,1334.0,"(1000.0, 10000.0]",2
generateResponse,16,45,0.002865147077549981,1335.0,"(1000.0, 10000.0]",2
asJob,5,45,0.002865147077549981,1336.0,"(1000.0, 10000.0]",2
typeToken,9,44,0.0028014771424933146,1337.0,"(1000.0, 10000.0]",2
intern,6,44,0.0028014771424933146,1338.0,"(1000.0, 10000.0]",1
handlerConfiguration,20,44,0.0028014771424933146,1339.0,"(1000.0, 10000.0]",2
PERMISSIONS,11,44,0.0028014771424933146,1340.0,"(1000.0, 10000.0]",1
registryParam,13,44,0.0028014771424933146,1341.0,"(1000.0, 10000.0]",2
BaseTypeHandler,15,44,0.0028014771424933146,1342.0,"(1000.0, 10000.0]",3
setEnabled,10,44,0.0028014771424933146,1343.0,"(1000.0, 10000.0]",2
ListViewColumn,14,44,0.0028014771424933146,1344.0,"(1000.0, 10000.0]",3
Function,8,44,0.0028014771424933146,1345.0,"(1000.0, 10000.0]",1
GlobalConfiguration,19,44,0.0028014771424933146,1346.0,"(1000.0, 10000.0]",2
flags,5,44,0.0028014771424933146,1347.0,"(1000.0, 10000.0]",1
getActions,10,44,0.0028014771424933146,1348.0,"(1000.0, 10000.0]",2
FilePayload,11,44,0.0028014771424933146,1349.0,"(1000.0, 10000.0]",2
WildcardType,12,44,0.0028014771424933146,1350.0,"(1000.0, 10000.0]",2
desc,4,44,0.0028014771424933146,1351.0,"(1000.0, 10000.0]",1
fixEmpty,8,44,0.0028014771424933146,1352.0,"(1000.0, 10000.0]",2
Func2,5,44,0.0028014771424933146,1353.0,"(1000.0, 10000.0]",1
TableItem,9,44,0.0028014771424933146,1354.0,"(1000.0, 10000.0]",2
SelectOption,12,44,0.0028014771424933146,1355.0,"(1000.0, 10000.0]",2
keyGenerator,12,44,0.0028014771424933146,1356.0,"(1000.0, 10000.0]",2
BigDecimal,10,44,0.0028014771424933146,1357.0,"(1000.0, 10000.0]",2
runner,6,44,0.0028014771424933146,1358.0,"(1000.0, 10000.0]",1
safelyWriteNumberField,22,44,0.0028014771424933146,1359.0,"(1000.0, 10000.0]",4
ExecutionIsolationStrategy,26,44,0.0028014771424933146,1360.0,"(1000.0, 10000.0]",3
handlerBlock,12,44,0.0028014771424933146,1361.0,"(1000.0, 10000.0]",2
evaluate,8,44,0.0028014771424933146,1362.0,"(1000.0, 10000.0]",1
notify,6,44,0.0028014771424933146,1363.0,"(1000.0, 10000.0]",1
GeneralSecurityException,24,44,0.0028014771424933146,1364.0,"(1000.0, 10000.0]",3
isDone,6,44,0.0028014771424933146,1365.0,"(1000.0, 10000.0]",2
openSession,11,44,0.0028014771424933146,1366.0,"(1000.0, 10000.0]",2
initCause,9,44,0.0028014771424933146,1367.0,"(1000.0, 10000.0]",2
ThreadPoolExecutor,18,43,0.0027378072074366482,1368.0,"(1000.0, 10000.0]",3
AccessDeniedException,21,43,0.0027378072074366482,1369.0,"(1000.0, 10000.0]",3
interval,8,43,0.0027378072074366482,1370.0,"(1000.0, 10000.0]",1
BulkChange,10,43,0.0027378072074366482,1371.0,"(1000.0, 10000.0]",2
isEquals,8,43,0.0027378072074366482,1372.0,"(1000.0, 10000.0]",2
isClosed,8,43,0.0027378072074366482,1373.0,"(1000.0, 10000.0]",2
interceptor,11,43,0.0027378072074366482,1374.0,"(1000.0, 10000.0]",1
jobLog,6,43,0.0027378072074366482,1375.0,"(1000.0, 10000.0]",2
Key,3,43,0.0027378072074366482,1376.0,"(1000.0, 10000.0]",1
AbortException,14,43,0.0027378072074366482,1377.0,"(1000.0, 10000.0]",2
interfaces,10,43,0.0027378072074366482,1378.0,"(1000.0, 10000.0]",1
ContextMenu,11,43,0.0027378072074366482,1379.0,"(1000.0, 10000.0]",2
jersey,6,43,0.0027378072074366482,1380.0,"(1000.0, 10000.0]",1
getTypeHandler,14,43,0.0027378072074366482,1381.0,"(1000.0, 10000.0]",3
push,4,43,0.0027378072074366482,1382.0,"(1000.0, 10000.0]",1
UnmarshallingContext,20,43,0.0027378072074366482,1383.0,"(1000.0, 10000.0]",2
Mockito,7,43,0.0027378072074366482,1384.0,"(1000.0, 10000.0]",1
exe,3,43,0.0027378072074366482,1385.0,"(1000.0, 10000.0]",1
VariableResolver,16,43,0.0027378072074366482,1386.0,"(1000.0, 10000.0]",2
baseDir,7,43,0.0027378072074366482,1387.0,"(1000.0, 10000.0]",2
dependency,10,43,0.0027378072074366482,1388.0,"(1000.0, 10000.0]",1
extraInterfaces,15,43,0.0027378072074366482,1389.0,"(1000.0, 10000.0]",2
trigger,7,43,0.0027378072074366482,1390.0,"(1000.0, 10000.0]",1
SortedMap,9,43,0.0027378072074366482,1391.0,"(1000.0, 10000.0]",2
setNoWaitAfter,14,43,0.0027378072074366482,1392.0,"(1000.0, 10000.0]",4
MasterToSlaveCallable,21,42,0.0026741372723799823,1393.0,"(1000.0, 10000.0]",4
WeatherIcon,11,42,0.0026741372723799823,1394.0,"(1000.0, 10000.0]",2
testClass,9,42,0.0026741372723799823,1395.0,"(1000.0, 10000.0]",2
ExportConstants,15,42,0.0026741372723799823,1396.0,"(1000.0, 10000.0]",2
nodeToHandle,12,42,0.0026741372723799823,1397.0,"(1000.0, 10000.0]",3
resultMapId,11,42,0.0026741372723799823,1398.0,"(1000.0, 10000.0]",3
created,7,42,0.0026741372723799823,1399.0,"(1000.0, 10000.0]",1
ErrorContext,12,42,0.0026741372723799823,1400.0,"(1000.0, 10000.0]",2
writeBooleanField,17,42,0.0026741372723799823,1401.0,"(1000.0, 10000.0]",3
BuildWrapper,12,42,0.0026741372723799823,1402.0,"(1000.0, 10000.0]",2
XxlJobInfo,10,42,0.0026741372723799823,1403.0,"(1000.0, 10000.0]",3
MockUtil,8,42,0.0026741372723799823,1404.0,"(1000.0, 10000.0]",2
TIMEOUT,7,42,0.0026741372723799823,1405.0,"(1000.0, 10000.0]",1
parameterMappings,17,42,0.0026741372723799823,1406.0,"(1000.0, 10000.0]",2
pushSender,10,42,0.0026741372723799823,1407.0,"(1000.0, 10000.0]",2
writeReplace,12,42,0.0026741372723799823,1408.0,"(1000.0, 10000.0]",2
acl,3,42,0.0026741372723799823,1409.0,"(1000.0, 10000.0]",1
ProvisioningUuid,16,42,0.0026741372723799823,1410.0,"(1000.0, 10000.0]",2
SecureRandom,12,42,0.0026741372723799823,1411.0,"(1000.0, 10000.0]",2
connect,7,42,0.0026741372723799823,1412.0,"(1000.0, 10000.0]",1
getBuilds,9,42,0.0026741372723799823,1413.0,"(1000.0, 10000.0]",2
ByteArrayInputStream,20,42,0.0026741372723799823,1414.0,"(1000.0, 10000.0]",4
destinationDevice,17,42,0.0026741372723799823,1415.0,"(1000.0, 10000.0]",2
getItemByFullName,17,41,0.002610467337323316,1416.0,"(1000.0, 10000.0]",5
OSProcess,9,41,0.002610467337323316,1417.0,"(1000.0, 10000.0]",2
Message,7,41,0.002610467337323316,1418.0,"(1000.0, 10000.0]",1
jsonType,8,41,0.002610467337323316,1419.0,"(1000.0, 10000.0]",2
GenericArrayType,16,41,0.002610467337323316,1420.0,"(1000.0, 10000.0]",3
