name,base,type,frequency
unsäglich,unsäglich,ADJD,4473
1265,@card@,CARD,4473
unangefochtene,unangefochten,ADJA,4473
nämlichen,nämlich,ADJA,4473
kontaminiert,kontaminieren,VVPP,4472.889284
fiktiver,fiktiv,ADJA,4472.734224
Hatje,UNKNOWN,NE,4472.707019
Weltcup-Auftakt,unknown,NN,4472.64829
Quint,UNKNOWN,NE,4472.637715
lw,lw,NE,4472.610425
history,unknown,NE,4472.079667
Haussegen,Haussegen,NN,4472
Eisengießerei,Eisengießerei,NN,4472
unerbittlichen,unerbittlich,ADJA,4472
1279,@card@,CARD,4472
Stoppuhr,Stoppuhr,NN,4472
Respekts,Respekt,NN,4472
offenkundigen,offenkundig,ADJA,4472
Augen-,Augen-,TRUNC,4472
7.1,@card@,CARD,4472
Machtmissbrauch,Machtmissbrauch,NN,4472
institutionell,institutionell,ADJD,4472
Kaffeepause,Kaffeepause,NN,4472
floriert,florieren,VVPP,4471.955961
olp,olp,NE,4471.939032
Fürbitten,Fürbitte,NN,4471.881751
Pohlers,UNKNOWN,NE,4471.711667
mehrmaliger,mehrmalig,ADJA,4471.686236
Fahrgeschäften,Fahrgeschäft,NN,4471.414971
Swansea,UNKNOWN,NE,4471.304714
Irak-Krise,unknown,NN,4471.085542
Linksextremisten,Linksextremist,NN,4471
"20,4",@card@,CARD,4471
gepokert,pokern,VVPP,4471
Königtum,Königtum,NN,4471
VDO,VDO,NE,4471
panische,panisch,ADJA,4471
Krankenschein,Krankenschein,NN,4471
schroffe,schroff,ADJA,4471
Naturliebhaber,Naturliebhaber,NN,4471
Infanteriedivision,Infanteriedivision,NN,4471
Toxikologie,Toxikologie,NN,4471
Celebration,UNKNOWN,NN,4471
Wahlentscheidung,Wahlentscheidung,NN,4471
Altenhof,Altenhof,NE,4471
ebensolchen,ebensolch,ADJA,4471
Rückzugsgebiet,Rückzugsgebiet,NN,4470.946076
AHZ,unknown,NE,4470.758538
Vajpayee,UNKNOWN,NE,4470.723713
Möchten,mögen,VMFIN,4470.482973
Siebenter,Siebent,NN,4470.47059
Kataster,Kataster,NN,4470.327001
wälzen,wälzen,VVINF,4470.206321
SDB,UNKNOWN,NE,4470.171898
Sternekoch,Sternekoch,NN,4470
Ausschlüsse,Ausschluss,NN,4470
waghalsige,waghalsig,ADJA,4470
visionäre,visionär,ADJA,4470
pk,pk,FM,4469.707582
Wanna,UNKNOWN,NE,4469.554955
hervortreten,hervortreten,VVINF,4469.49321
Raith,UNKNOWN,NE,4469.425805
Csaba,UNKNOWN,NE,4469.130135
Flossenbürg,Flossenbürg,NE,4469
Abiturientin,Abiturientin,NN,4469
kommissarischen,kommissarisch,ADJA,4469
Hotelkette,Hotelkette,NN,4469
simulierten,simuliert,ADJA,4468.885651
Limite,Limit,NN,4468.77127
Palazzo,UNKNOWN,NN,4468.643999
ua,ua,NE,4468.641698
GiroCredit,UNKNOWN,NN,4468.631634
Langener,Langener,ADJA,4468.345477
Ekström,UNKNOWN,NE,4468.228696
Völschow,unknown,NE,4468.20665
Einatmen,Einatmen,NN,4468.192935
Luftwiderstand,Luftwiderstand,NN,4468
Arbeitsbereiche,Arbeitsbereich,NN,4468
240,@card@,CARD,4468
Volxheim,Volxheim,NE,4468
Trapez,Trapez,NN,4468
703,@card@,CARD,4468
Außenseiters,Außenseiter,NN,4468
Kammerherr,Kammerherr,NN,4468
freizumachen,freimachen,VVIZU,4468
eitle,eitel,ADJA,4468
peter,unknown,ADJD,4467.58459
Hölzern,Holz,NN,4467.303139
Horton,UNKNOWN,NE,4467.254808
Standortfaktoren,Standortfaktor,NN,4467.13384
UT,UT,NE,4467.04715
Gewächshäuser,Gewächshaus,NN,4467
Zierpflanze,Zierpflanze,NN,4467
wackelte,wackeln,VVFIN,4467
Rostocks,Rostock,NE,4467
Procedere,Procedere,NN,4467
islamisches,islamisch,ADJA,4467
Barocke,barock,ADJA,4467
Plateaus,Plateau,NN,4467
komplexeren,komplex,ADJA,4467
Rentier,Rentier,NN,4467
Petite,UNKNOWN,NE,4466.89185
 September,unknown,NN,4466.724398
Nordic,UNKNOWN,NN,4466.700407
Graphics,UNKNOWN,NE,4466.480076
Meistertiteln,Meistertitel,NN,4466.375754
Osbourne,UNKNOWN,NE,4466.329268
Keiser,UNKNOWN,NE,4466.266425
Göttweig,UNKNOWN,NE,4466.147871
Bruchwegstadion,Bruchwegstadion,NN,4466
Keuschheit,Keuschheit,NN,4466
Hauptvertreter,Hauptvertreter,NN,4466
Sohnemann,Sohnemann,NE,4466
Jugendmusikschule,Jugendmusikschule,NN,4466
Tohuwabohu,Tohuwabohu,NN,4466
Verkehrslage,Verkehrslage,NN,4466
Rettungshundestaffel,Rettungshundestaffel,NN,4466
Soweto,Soweto,NE,4466
Erinnerungskultur,Erinnerungskultur,NN,4466
Schriften,UNKNOWN,ADJA,4465.986396
17-Jähriger,unknown,ADJA,4465.77417
Latsch,UNKNOWN,NE,4465.355325
Grzegorz,UNKNOWN,NE,4465.353041
ZWETTL,UNKNOWN,NE,4465.301494
ws,ws,NE,4465.250348
Lucrezia,UNKNOWN,NE,4465.209063
Nerz,Nerz,NN,4465
absteigt,absteigen,VVFIN,4465
prügelten,prügeln,VVFIN,4465
Visitation,Visitation,NN,4465
Raschle,rascheln,VVFIN,4465
Bezirksgerichts,Bezirksgericht,NN,4465
Messerstich,Messerstich,NN,4465
umrunden,umrunden,VVINF,4464.957673
therapiert,therapieren,VVPP,4464.76982
Beschlussempfehlungen,Beschlussempfehlung,NN,4464.521953
Cunha,UNKNOWN,NE,4464.436712
Mathematische,Mathematische,NN,4464.318868
Harmonielehre,Harmonielehre,NN,4464
Richtwerte,Richtwert,NN,4464
Wohlfahrtsverbänden,Wohlfahrtsverband,NN,4464
Heftchen,Heftchen,NN,4464
Ministerinnen,Ministerin,NN,4464
Aktienhandel,Aktienhandel,NN,4464
Autobahnmeisterei,Autobahnmeisterei,NN,4464
Minderheitsbeteiligung,Minderheitsbeteiligung,NN,4464
peinlicher,peinlich,ADJA,4463.727099
Überraschendes,Überraschende,NN,4463.650099
Erol,UNKNOWN,NE,4463.526046
Eisschicht,Eisschicht,NN,4463.473358
Edikt,Edikt,NN,4463.390787
Beratungsangebote,Beratungsangebot,NN,4463.194668
française,UNKNOWN,NN,4463.087349
Urzeit,Urzeit,NN,4463
Gladbachs,Gladbach,NE,4463
unzufriedene,unzufrieden,ADJA,4463
konstitutionellen,konstitutionell,ADJA,4463
Kreistagsmitglied,Kreistagsmitglied,NN,4463
Haushaltslöcher,Haushaltsloch,NN,4463
Erlauf,Erlauf,NN,4463
Saw,UNKNOWN,NE,4462.773347
analysierten,analysieren,VVFIN,4462.58693
Wiegen,Wiege,NN,4462.271641
in's,unknown,VVFIN,4462.176042
Verbauung,Verbauung,NN,4462
erschliesst,erschließen,VVFIN,4462
Abfallbeseitigung,Abfallbeseitigung,NN,4462
Gesangsgruppe,Gesangsgruppe,NN,4462
VORSCHAU,Vorschau,NN,4462
deutschstämmigen,deutschstämmig,ADJA,4462
Verhandlungstermin,Verhandlungstermin,NN,4462
Stoffs,Stoff,NN,4462
Raketenangriffe,Raketenangriff,NN,4462
schule,schulen,VVFIN,4462
unnötigerweise,unnötigerweise,ADV,4462
Hansjürgen,Hansjürgen,NE,4462
bewaldete,bewaldet,ADJA,4461.941675
Modewelt,Modewelt,NN,4461.902391
Vergleichsweise,vergleichsweise,ADV,4461.722972
blenden,blenden,VVFIN,4461.590557
Vorgeschlagen,vorschlagen,VVPP,4461.469945
Höwedes,UNKNOWN,NE,4461.451601
TJ,UNKNOWN,NE,4461.434304
kraj,UNKNOWN,NE,4461.291977
Strafner,UNKNOWN,NE,4461.248679
VW/,unknown,NE,4461.219625
meistgesuchten,UNKNOWN,ADJA,4461.211798
Obertrum,UNKNOWN,NE,4461.164882
verrichten,verrichten,VVFIN,4461.051233
Todsünden,Todsünde,NN,4461.002891
minderwertige,minderwertig,ADJA,4461
Kriminalist,Kriminalist,NN,4461
Grundstückspreise,Grundstückspreis,NN,4461
Glückspilz,Glückspilz,NN,4461
Steueraffäre,Steueraffäre,NN,4461
propagandistisch,propagandistisch,ADJD,4461
Regionalverbandes,Regionalverband,NN,4461
Vittek,UNKNOWN,NE,4460.73965
Rennsteig,Rennsteig,NN,4460.706705
Surselva,UNKNOWN,NN,4460.581945
Ehepaaren,Ehepaar,NN,4460.349895
Krisenfall,Krisenfall,NN,4460
zaghafte,zaghaft,ADJA,4460
rechtwinklig,rechtwinklig,ADJD,4460
Vizemeisterin,Vizemeisterin,NN,4460
CDU-Kreisvorsitzende,CDU-Kreisvorsitzende,NN,4460
rechtskonservativen,rechtskonservativ,ADJA,4460
Falkensee,Falkensee,NE,4460
Auftaktniederlage,Auftaktniederlage,NN,4460
Neuwieds,Neuwied,NE,4460
Keramikmuseum,Keramikmuseum,NN,4460
Carlson,UNKNOWN,NE,4459.935209
goutiert,goutieren,VVPP,4459.926533
Cheyenne,UNKNOWN,NE,4459.734144
bf,bf,NE,4459.644206
Kusidlo,UNKNOWN,NE,4459.610961
Rebmann,Rebmann,NE,4459.312643
Bürgerversammlungen,Bürgerversammlung,NN,4459
Textilfabrik,Textilfabrik,NN,4459
Leningrader,Leningrader,NN,4459
Parteilichkeit,Parteilichkeit,NN,4459
Sonnwendfeier,Sonnwendfeier,NN,4459
abgesetzte,abgesetzt,ADJA,4459
intensivsten,intensiv,ADJA,4459
Automobilclubs,Automobilclub,NN,4459
Hermannstraße,Hermannstraße,NN,4459
Abhängigen,Abhängige,NN,4458.886029
TV-Moderatorin,unknown,NN,4458.729745
Godot,UNKNOWN,NE,4458.57339
Applications,UNKNOWN,NE,4458.39469
Berlepsch,UNKNOWN,NE,4458.139874
Inguschetien,Inguschetien,NE,4458.088446
Privatjet,Privatjet,NN,4458.036148
Ostgebieten,Ostgebiet,NN,4458
Reformstaaten,Reformstaat,NN,4458
richtigem,richtig,ADJA,4458
Sonderangebot,Sonderangebot,NN,4458
aufsteht,aufstehen,VVFIN,4458
Werkstück,Werkstück,NN,4458
"99,9",@card@,CARD,4458
siebenmalige,siebenmalig,ADJA,4458
"42,5",@card@,CARD,4458
Zollikon,Zollikon,NN,4458
Administrative,administrativ,ADJA,4457.768404
Kirke,UNKNOWN,NE,4457.722494
Reale,Real,NN,4457.6073
simpler,simpel,ADJA,4457.41686
amüsiert,amüsieren,VVFIN,4457.309658
Jackentasche,Jackentasche,NN,4457
Weinhändler,Weinhändler,NN,4457
Lebensstils,Lebensstil,NN,4457
639,@card@,CARD,4457
Umweltauflagen,Umweltauflage,NN,4457
Schuldzuweisung,Schuldzuweisung,NN,4457
fehlerfreie,fehlerfrei,ADJA,4457
niederlegte,niederlegen,VVFIN,4457
Gülser,UNKNOWN,ADJA,4456.986047
Eigenes,eigen,ADJA,4456.899815
Infrastrukturminister,Infrastrukturminister,NN,4456.778627
Verdienstzeichen,Verdienstzeichen,NN,4456.703746
Diskografie,UNKNOWN,NN,4456.627793
erlöst,erlösen,VVFIN,4456.532895
Nachbauten,Nachbauten,NN,4456.531926
Einrich,UNKNOWN,NN,4456.506871
Andersdenkende,Andersdenkende,NN,4456.474037
Obdachloser,Obdachloser,NN,4456.467286
Eick,UNKNOWN,NE,4456.461732
Cobain,UNKNOWN,NE,4456.442852
rasten,rasten,VVINF,4456.310878
Fahr,Fahr,NE,4456.263089
Stickereien,Stickerei,NN,4456.028619
single,unknown,VVFIN,4456.00139
Seeblick,Seeblick,NN,4456
Stöcker,Stöcker,NN,4456
9:19,@card@,CARD,4456
nordwestliche,nordwestlich,ADJA,4456
McCormack,UNKNOWN,NE,4456
Lebensphilosophie,Lebensphilosophie,NN,4456
"1,34",@card@,CARD,4456
ergreifenden,ergreifend,ADJA,4456
Geisterbahn,Geisterbahn,NN,4456
Sidi,UNKNOWN,NE,4455.931466
Autobahnabfahrt,Autobahnabfahrt,NN,4455.711188
Dynamic,UNKNOWN,NE,4455.661114
verteufeln,verteufeln,VVINF,4455.624204
Rühen,UNKNOWN,NE,4455.503108
Parreira,UNKNOWN,NE,4455.448387
Brato,UNKNOWN,NE,4455.395912
Wörthersee,UNKNOWN,NN,4455.277742
Anfängerkurs,Anfängerkurs,NN,4455
schiefgelaufen,schieflaufen,VVPP,4455
einzustehen,einstehen,VVIZU,4455
Kulturverwaltung,Kulturverwaltung,NN,4455
Fälligkeit,Fälligkeit,NN,4455
Kinderspielplätze,Kinderspielplatz,NN,4455
Gewerbebetrieben,Gewerbebetrieb,NN,4455
avanciert,avancieren,VVFIN,4454.62894
restaurierte,restaurieren,VVFIN,4454.605697
PRÄSIDENT,Präsident,NN,4454.577639
Vorige,vorig,ADJA,4454.248356
fundiert,fundieren,VVFIN,4454.065716
autobiografisch,autobiografisch,ADJD,4454
knappem,knapp,ADJA,4454
Anpassungsfähigkeit,Anpassungsfähigkeit,NN,4454
Unterkirche,Unterkirche,NN,4454
0:59,@card@,CARD,4454
abgedruckten,abgedruckt,ADJA,4454
Fallstricke,Fallstrick,NN,4454
Torverhältnisses,Torverhältnis,NN,4454
mutiges,mutig,ADJA,4454
0:56,@card@,CARD,4454
Mödlinger,UNKNOWN,NE,4453.91501
Infoständen,Infostand,NN,4453.798689
EU-weite,unknown,NN,4453.256292
Klassierung,UNKNOWN,NN,4453
arbeitsunfähig,arbeitsunfähig,ADJD,4453
Kristallstruktur,Kristallstruktur,NN,4453
schriftstellerische,schriftstellerisch,ADJA,4453
Führungsstruktur,Führungsstruktur,NN,4453
zehn-,zehn-,TRUNC,4453
Hirnforscher,Hirnforscher,NN,4453
ganzheitliches,ganzheitlich,ADJA,4453
Sodom,Sodom,NE,4453
Magen-,Magen-,TRUNC,4453
wiederverwendet,wiederverwenden,VVPP,4452.934503
Berset,UNKNOWN,NE,4452.502503
Barbra,UNKNOWN,NE,4452.163397
Bankwesen,Bankwesen,NN,4452.131918
uraufgeführte,uraufgeführt,ADJA,4452
Konvolut,Konvolut,NN,4452
Formalismus,Formalismus,NN,4452
Stopps,Stopp,NN,4452
äußerlichen,äußerlich,ADJA,4452
Steinbrunn,Steinbrunn,NN,4452
Mussolinis,Mussolini,NE,4452
KRUFT,Kruft,NE,4451.846599
Reisig,Reisig,NN,4451.79454
Obertshausen,Obertshausen,NE,4451.605477
kalkulierte,kalkuliert,ADJA,4451.514541
Nimwegen,UNKNOWN,NE,4451.402303
gewalttätiger,gewalttätig,ADJA,4451.349601
Klima/,unknown,NN,4451.315185
Tianjin,UNKNOWN,NE,4451.298454
Shearer,UNKNOWN,NE,4451.037406
"1,38",@card@,CARD,4451
Arbeitslosenverband,Arbeitslosenverband,NN,4451
transparentes,transparent,ADJA,4451
ass,essen,VVFIN,4451
ostasiatischen,ostasiatisch,ADJA,4451
1424,@card@,CARD,4451
Vokalmusik,Vokalmusik,NN,4451
helfend,helfend,ADJD,4451
Dido,Dido,NE,4451
Standhaftigkeit,Standhaftigkeit,NN,4451
Verkehrsexperte,Verkehrsexperte,NN,4451
Ansteckungsgefahr,Ansteckungsgefahr,NN,4451
Syndrome,Syndrom,NN,4451
grausige,grausig,ADJA,4451
Stolpern,Stolpern,NN,4450.924392
Hidalgo,UNKNOWN,NE,4450.888218
Wickie,UNKNOWN,NE,4450.825182
verbürgt,verbürgen,VVPP,4450.587767
Balotelli,UNKNOWN,NE,4450.445173
found,UNKNOWN,NE,4450.360827
anzweifeln,anzweifeln,VVINF,4450.136192
Agricole,UNKNOWN,NE,4450.12243
Unbekannter,unbekannt,ADJA,4450.041456
Ausgelassenheit,Ausgelassenheit,NN,4450
Zubin,zusein,VVFIN,4450
sachkundigen,sachkundig,ADJA,4450
GÜNTER,GÜNTER,NE,4450
Kempe,UNKNOWN,NE,4449.788826
Jean-Philippe,unknown,NE,4449.588524
Tarent,UNKNOWN,NE,4449.545117
Euro-Gruppe,unknown,NN,4449.467232
Fünften,Fünfte,NN,4449.031822
Conrads,Conrad|Conrads,NE,4449
Mitwisser,Mitwisser,NN,4449
angefüllt,anfüllen,VVPP,4449
wohnhaften,wohnhaft,ADJA,4449
Breitkopf,Breitkopf,NN,4449
Schäfer-Gümbel,unknown,NE,4448.986109
Slezak,UNKNOWN,NE,4448.357155
Gaillard,UNKNOWN,NE,4448.16869
Motz,UNKNOWN,NE,4448.145599
Kerkrade,UNKNOWN,NE,4448.067427
US-Politik,US-Politik,NN,4448
Annerose,Annerose,NE,4448
schwankten,schwanken,VVFIN,4448
Westfalenstadion,Westfalenstadion,NN,4448
Regierungsform,Regierungsform,NN,4448
Beraters,Berater,NN,4448
Zolls,Zoll,NN,4448
1385,@card@,CARD,4448
SOLLTEN,sollen,VVFIN,4448
kommunikativ,kommunikativ,ADJD,4448
Meat,UNKNOWN,NE,4447.206406
Kloth,UNKNOWN,NE,4447.071542
Gemeindemitgliedern,Gemeindemitglied,NN,4447
Kunstführer,Kunstführer,NN,4447
Gasthäusern,Gasthaus,NN,4447
Lohnstückkosten,Lohnstückkosten,NN,4447
Unikum,Unikum,NN,4447
Jans,Jan,NE,4447
pflegerischen,pflegerisch,ADJA,4447
Silvano,Silvano,NE,4447
Tiebreak,UNKNOWN,NE,4446.999405
woh,woh,NE,4446.840643
Schuldnern,Schuldner,NN,4446.652853
Klavier-,unknown,TRUNC,4446.415388
Diversity,UNKNOWN,NE,4446.37245
DHB-Auswahl,unknown,NN,4446.362714
Trafford,UNKNOWN,NE,4446.058018
Asis,Asis,NE,4446
"1,37",@card@,CARD,4446
bischöfliche,bischöflich,ADJA,4446
Ø,ø,XY,4446
Heule,heulen,VVFIN,4446
Rederecht,Rederecht,NN,4446
Grafenegg,UNKNOWN,NE,4445.898524
überreichen,überreichen,VVFIN,4445.738332
zertifizierte,zertifiziert,ADJA,4445.289171
Innerlichkeit,Innerlichkeit,NN,4445
Tanzkurs,Tanzkurs,NN,4445
Pharmakonzerns,Pharmakonzern,NN,4445
heilsame,heilsam,ADJA,4445
Verschlankung,Verschlankung,NN,4445
Bergpredigt,Bergpredigt,NN,4445
Hauptzollamt,Hauptzollamt,NN,4444.95049
zusichern,zusichern,VVINF,4444.481211
Empor,empor,PTKVZ,4444.390332
Wengenroth,UNKNOWN,NE,4444.077765
Skins,UNKNOWN,NE,4444.072809
Kauber,UNKNOWN,ADJA,4444.029891
NTT,NTT,NE,4444
verträgliche,verträglich,ADJA,4444
mühten,mühen,VVFIN,4444
Binnenkonjunktur,Binnenkonjunktur,NN,4444
Reformstau,Reformstau,NN,4444
Warenangebot,Warenangebot,NN,4444
Rechtsaufsicht,Rechtsaufsicht,NN,4444
Obertor,Obertor,NN,4444
808,@card@,CARD,4444
Lt.,unknown,NE,4443.974231
Wettskandal,Wettskandal,NN,4443.410796
Bartlett,UNKNOWN,NE,4443.369989
verfangen,verfangen,VVPP,4443.102647
Unternehmensgründung,Unternehmensgründung,NN,4443
Zweckbindung,Zweckbindung,NN,4443
Fahrzeughalter,Fahrzeughalter,NN,4443
Fernsehstudio,Fernsehstudio,NN,4443
9:20,@card@,CARD,4443
Nahdistanz,Nahdistanz,NN,4443
Nahrungsmittelindustrie,Nahrungsmittelindustrie,NN,4443
Börsen/,unknown,NE,4442.822416
Ehmke,UNKNOWN,NE,4442.351502
"29,5",@card@,CARD,4442
lüftet,lüften,VVFIN,4442
hof,hof,PTKVZ,4442
fünfstellige,fünfstellig,ADJA,4442
Börsenvereins,Börsenverein,NN,4442
einbaut,einbauen,VVFIN,4442
Verbraucherschutzes,Verbraucherschutz,NN,4442
kritiklos,kritiklos,ADJD,4442
weltoffene,weltoffen,ADJA,4442
Taschenmesser,Taschenmesser,NN,4442
elliptisch,elliptisch,ADJD,4442
Gratschow,UNKNOWN,NE,4441.333994
Trübsal,Trübsal,NN,4441.311078
Connors,UNKNOWN,NE,4441.210748
Brasília,UNKNOWN,NE,4441.126856
from:0,unknown,NN,4441.12637
Türkgücü,UNKNOWN,NE,4441.044202
Kopierer,Kopierer,NN,4441
Kaltschnäuzigkeit,Kaltschnäuzigkeit,NN,4441
Geschoß,Geschoß,NN,4441
Muslimin,Muslimin,NN,4441
Fahrschüler,Fahrschüler,NN,4441
Lands,Land,NN,4441
Fördermenge,Fördermenge,NN,4441
Edna,Edna,NE,4441
jös,unknown,ADJD,4440.981714
Diplomarbeiten,Diplomarbeit,NN,4440.876055
Aogo,UNKNOWN,NE,4440.687848
Juda,UNKNOWN,NE,4440.315707
Mueang,UNKNOWN,NE,4440.104481
unterkühlt,unterkühlen,VVPP,4440.073702
Lyons,Lyon,NE,4440
beschaulich,beschaulich,ADJD,4440
Premierenpublikum,Premierenpublikum,NN,4440
protestierenden,protestierend,ADJA,4440
Krippenausstellung,Krippenausstellung,NN,4440
Amazone,Amazone,NN,4440
ängstlichen,ängstlich,ADJA,4440
Umgangssprachlich,umgangssprachlich,ADJD,4440
"19,8",@card@,CARD,4440
Forschungszwecken,Forschungszweck|Forschungszwecke,NN,4440
Blessur,Blessur,NN,4440
flirtet,flirten,VVFIN,4440
Alchemie,Alchemie,NN,4440
Hofmann-Göttig,unknown,NE,4439.868641
Gorazde,UNKNOWN,NE,4439.863081
album,Album,NN,4439.859759
schäumt,schäumen,VVFIN,4439.409273
lande,landen,VVFIN,4439.214275
verbündeten,verbünden,VVFIN,4439.147899
erzwingen,erzwingen,VVFIN,4439.144294
Astrologen,Astrologe,NN,4439.087793
abschnittsweise,abschnittsweise,ADJD,4439.084129
Hobel,Hobel,NN,4439
Modellbau,Modellbau,NN,4439
Sanft,sanft,ADJD,4439
gelieferte,geliefert,ADJA,4439
Rothenklempenow,unknown,NE,4438.8288
Gynt,UNKNOWN,NE,4438.707172
Rillen,Rille,NN,4438.34353
mithalten,mithalten,VVFIN,4438.190006
Engels,Engel,NN,4438.032418
Pokalen,Pokal,NN,4438
ungenannt,ungenannt,ADJD,4438
Messerattacke,Messerattacke,NN,4438
Rufmord,Rufmord,NN,4438
Laufleistung,Laufleistung,NN,4438
basta,basta,ITJ,4438
Eisfeld,Eisfeld,NN,4438
Menuett,Menuett,NN,4438
85,@card@,CARD,4438
Großväter,Großvater,NN,4438
sowenig,sowenig,ADV,4438
anregte,anregen,VVFIN,4438
pu,pu,NE,4437.986767
Lemm,UNKNOWN,NE,4437.728594
zelebrieren,zelebrieren,VVFIN,4437.724469
Markgraf,Markgraf,NN,4437.573069
beglückt,beglücken,VVPP,4437.50883
Impfen,Impfen,NN,4437.308434
1343,@card@,CARD,4437
41-Jährigen,unknown,ADJA,4437
nachzulegen,nachlegen,VVINF,4437
Codierung,Codierung,NN,4437
Grundkonsens,Grundkonsens,NN,4437
Nachtwache,Nachtwache,NN,4437
Zionisten,Zionist,NN,4437
weggefahren,wegfahren,VVPP,4437
Währungsumstellung,Währungsumstellung,NN,4437
Tourismusregion,Tourismusregion,NN,4437
Windstrom,Windstrom,NN,4437
Svetlana,UNKNOWN,NE,4436.547878
Blau,blau,ADJD,4436.501389
belehnt,belehnen,VVPP,4436.46288
Gesamteinnahmen,Gesamteinnahme,NN,4436.431414
Karrierestatistik,unknown,NN,4436.174649
Zentralen,Zentrale,NN,4436.003723
Rosa-Luxemburg-Platz,Rosa-Luxemburg-Platz,NN,4436
auswählt,auswählen,VVFIN,4436
Unterführungen,Unterführung,NN,4436
Mette,Mett,NN,4436
Dopingkontrolle,Dopingkontrolle,NN,4436
umgesetzten,umgesetzt,ADJA,4436
aufgeschnitten,aufschneiden,VVPP,4435.472918
Schöffling,UNKNOWN,NE,4435.418411
Gescheitert,scheitern,VVPP,4435.265345
s5,unknown,ADJA,4435.191926
Mochovce,UNKNOWN,NE,4435.188029
fixierten,fixieren,VVFIN,4435.078634
Blies,blasen,VVFIN,4435
Rosenbach,Rosenbach,NN,4435
knusprig,knusprig,ADJD,4435
Druckindustrie,Druckindustrie,NN,4435
Ankäufe,Ankauf,NN,4435
Strukturwandels,Strukturwandel,NN,4435
sehnte,sehnen,VVFIN,4435
Militärbasis,Militärbasis,NN,4435
überörtlichen,überörtlich,ADJA,4435
Männerchöre,Männerchor,NN,4435
Alpstein,Alpstein,NN,4435
Einsichtnahme,Einsichtnahme,NN,4435
zusagte,zusagen,VVFIN,4435
Holder,Holde,NN,4434.861336
Mittermeier,UNKNOWN,NE,4434.721964
Landesverfassungsgericht,Landesverfassungsgericht,NN,4434.644496
flach,flach,PTKVZ,4434.504104
Aamodt,UNKNOWN,NE,4434.341589
Haftpflicht,Haftpflicht,NN,4434.144003
27-Jährigen,unknown,ADJA,4434.137996
BONN(dpa,unknown,NE,4434.033488
jahrelanges,jahrelang,ADJA,4434
Bundesbeauftragte,Bundesbeauftragte,NN,4434
Ansehens,Ansehen,NN,4434
Werbeflächen,Werbefläche,NN,4434
Machtstrukturen,Machtstruktur,NN,4434
Erscheinungsjahr,Erscheinungsjahr,NN,4434
Solanum,Solanum,NN,4434
Reporters,Reporter,NN,4434
Staatsministers,Staatsminister,NN,4434
betuchte,betucht,ADJA,4434
Berglauf,Berglauf,NN,4434
Nordhessen,Nordhesse,NN,4433.734697
Atkins,UNKNOWN,NE,4433.438348
Holtby,UNKNOWN,NE,4433.109332
überreichten,überreicht,ADJA,4433.101106
Gesellschaft/,unknown,NE,4433.095366
Vorbildlich,vorbildlich,ADJD,4433
Sommertagen,Sommertag,NN,4433
statthaft,statthaft,ADJD,4433
umgestürzte,umgestürzt,ADJA,4433
Gewaltakte,Gewaltakt,NN,4433
Normalbenzin,Normalbenzin,NN,4433
Fachfirma,Fachfirma,NN,4433
Lebensmittelhändler,Lebensmittelhändler,NN,4433
Wehrkirche,Wehrkirche,NN,4433
Bombenleger,Bombenleger,NN,4433
9:24,@card@,CARD,4433
Minimierung,Minimierung,NN,4433
BAP,bap,NE,4432.75101
naturwissenschaftlicher,naturwissenschaftlich,ADJA,4432.730425
Brahimi,UNKNOWN,NE,4432.642004
verdenken,verdenken,VVINF,4432.473523
Senden,senden,VVFIN,4432.468118
nervöser,nervös,ADJD,4432.269975
Faulkner,UNKNOWN,NE,4432.233596
giftiger,giftig,ADJA,4432.043362
Kantonalbanken,Kantonalbank,NN,4432.029899
Ehrenwort,Ehrenwort,NN,4432
Handfeuerwaffen,Handfeuerwaffe,NN,4432
Transmission,Transmission,NN,4432
Landreform,Landreform,NN,4432
772,@card@,CARD,4432
Düsseldorfs,Düsseldorf,NE,4432
RWI,RWI,NE,4431.892353
ISENBÜTTEL,UNKNOWN,NE,4431.380251
Caroli,UNKNOWN,NE,4431.268379
Anwendungsgebiete,Anwendungsgebiet,NN,4431.138133
Coaches,UNKNOWN,NN,4431.072593
''Deutsche,unknown,ADJA,4431.000351
Machtvakuum,Machtvakuum,NN,4431
Projektor,Projektor,NN,4431
DPG,DPG,NE,4431
"17,9",@card@,CARD,4431
JUDO,Judo,NN,4431
Kreditvolumen,Kreditvolumen,NN,4431
Photography,UNKNOWN,NE,4430.914391
Diss.,unknown,NE,4430.667618
vergewaltigte,vergewaltigen,VVFIN,4430.647057
Karrierechancen,Karrierechance,NN,4430.596679
bebauen,bebauen,VVINF,4430.330153
Markenrechte,Markenrecht,NN,4430.088909
Nickels,Nickel,NN,4430
pulsierende,pulsierend,ADJA,4430
Heilsbringer,Heilsbringer,NN,4430
stop,stop,ITJ,4430
Invalidenversicherung,Invalidenversicherung,NN,4430
Gesamtdarstellung,Gesamtdarstellung,NN,4430
19-Jähriger,unknown,ADJA,4429.895498
#NAME?,unknown,NN,4429.883854
Spider-Man,unknown,NN,4429.803028
Gardasee,UNKNOWN,NN,4429.466362
Gegrilltes,Gegrillte,NN,4429.426275
zig,zig,XY,4429.400659
Straßenmeistereien,Straßenmeisterei,NN,4429.324471
Woo,UNKNOWN,NE,4429.171479
Hohenfelder,Hohenfelder,ADJA,4429.10961
rechtskräftige,rechtskräftig,ADJA,4429
